id,text
826682ec-b88f-4445-97f0-3b4e198fb39b,आजीविका नास्तिक आशिल्ले आनी तांणी वेदांचो अधिकार तशेंच बौध्द कल्पना न्हयकारल्यो.
df2312fe-7d48-4805-8c65-26649d82d467,"हेर आख्यायिकांनी लागसारचो एक कल्याणमंटप वा देवूळ, आतां ताची दुरुस्ती केल्या, थंय शिव आनी पार्वतीचें लग्न जाल्लें अशें म्हण्टात."
3574ac5d-2193-42f3-b02f-084cd3b66d91,"हिंदी सिनेमा वांगडाच ताणें भोजपुरी, गुजराती, हरियाणवी, मराठी, पंजाबी, बंगाली आनी सिंधी ह्या चित्रपटांनीय अभिनय केला."
49ecdeca-27ce-4282-8dc7-d042784071b8,ताची सद्याची संचालक नामनेची नर्तकी माया राव.
16b88660-8240-4ce3-8360-fcb3cbe65bb4,तिणें दिल्ली विद्यापीठांतल्यान उद्देगधंदो अभ्यासांतली पदवी घेतली.
8ea05ecb-4af7-4e62-8305-9704a737b361,पावसाळ्यांत उटंगारांचो पावस पडल्यार जमीन कोसळपाचो धोको वाडटा.
8f9bdbf4-3f93-4fd1-b6c2-dc7bb05a8b12,"ती पद्मावतीचो भेस करून रतन सेना मुखार हाजीर रावली, पूण राजा फटवलो ना."
7fdb661d-6167-4a03-8bb9-31ebfef1db25,जोखीम पत्करपी मोगींनी धरणाचें उदक सोडटात तातुंल्यान आनंद घेवपाची एक आगळीच पद्दत सोदून काडल्या.
f092ae90-5058-4fc5-afd6-378f646532de,निद्रानाश स्वतंत्रपणान वा दुसऱ्या समस्याचें परिणाम म्हणून जावंक शकता.
cfcb7c35-0c90-41ba-b750-e449f386c283,"नेटवर्किंग कार्यावळीं खातीर लोकप्रिय उद्देगांत गुंतवणूक, सॉफ्टवेअर, प्रोग्रामिंग, जैवतंत्रज्ञान हांचो आस्पाव जाता."
78a2f109-7251-46b6-83a4-03d036e5b52b,ह्या सगळ्यांनी एकाच गीताक आवाज दिवपाचो घडये एकमेव वेळ आसतलो.
93955a81-0e73-4029-83f3-3959e473c64a,उत्तरेकडल्या सगळ्या जुंव्यांचे लोक अरबी मलयाळमा सारकें अरबी भाशेचो प्रभाव आशिल्ली मलयाळम भाशेची एक बोली उलयतात.
d1b85b6c-5fe9-4505-ad75-79ca9b842428,"अर्थ, आनंद आनी उद्देश दिवपी नोकरी फकत पगार दिवपी नोकरे परस श्रेश्ठ आसता."
6a2f13ca-e2c5-4a54-98f6-f8af8b5f0c9d,"दुसरे कसोटींत गोल करपाक अपेस आयले उपरांत कलकत्ता हांगा जाल्ले तिसरे कसोटींत ताणें 107 आनी 182 नॉट आउट केल्ले, ही आनीक एक चड गूण मेळोवपी बरोबरी."
282aeca3-bee9-435c-b9d0-7d0ada713a45,"उपरांत तैमूर कापाड्जेन एकुणटिसाव्या मिण्टांचेर उझबेकिस्तानाक दोनांचेर व्हेलो, आनी हाफ टायमापयलीं उलुग्बेक बाकेवान पॅनल्टी किक मारून 3-0 स्कोर केलो."
4f5116a7-a4b8-46f2-8b5d-e1f4248ce4ca,हाका लागून मात ताच्या ज्ञानाच्या संशोधनाक आडमेळीं येवंक नाशिल्लीं कारण सांजवेळार सुशेग घेतना तो कोणाक तरी वाचपाक लायतालो अशें सदांच म्हणटात.
e1a42cd3-2968-4ec7-a573-707fa74c14bb,नळे आनी माळयेवेल्यान फुटिल्ले कुडके कोळसून पडिल्ल्यान चडशीं जखमी जाल्यांत.
087f4925-90e9-49b5-9c76-10cb7e531e9e,"दर एका मैफलीच्या शेवटाक मंगलम, उपकाराची प्रार्थना आनी संगीत कार्यावळीचो निमणो भाग सादर जाता."
f04934bf-6ee9-453f-a6ef-94f7bc3c7af3,12 मार्च 2016 ह्या दिसा जाल्ल्या संवसारीक सांस्कृतीक महोत्सवांत 1000 परस चड ओडिसी नर्तकांनी सादरीकरण केलें.
3abaade4-3489-44f6-9d7f-a1cda0bd8382,गिमाळ्यांत पुराय उत्तर प्रदेशांत लू हें उश्ण वारें व्हांवता.
dad858f0-1035-40b9-8346-958c70c3cb5f,ताणें एका बेबद्या शास्त्रीय नर्तकाचें चित्रण केल्ल्यान ताका पयलो नंदी पुरस्कार उत्कृश्ट अभिनेतो आनी दुसरो फिल्मफेअर उत्कृश्ट तेलुगू अभिनेतो पुरस्कार मेळ्ळो.
bf5e85b9-cc8d-466f-a5d8-05743aa09f01,फलंदाज बाद जायत रावले आनी तातूंत सचिन बाद जातकच प्रेक्षकांनी दंगल करून मैदानाचेर कोयर उडोवपाक सुरवात केल्या उपरांत मॅच रेफ्री क्लायव्ह लॉयडान श्रीलंका जिखले म्हण घोशित केलें.
29748f86-3ee4-437d-92b4-6db59dc7c1a1,"१६७५ त शीख फुडारी गुरू तेघ बहादुराक औरंगजेबाच्या आदेशावेल्यान अटक करून, एका कादीच्या राजदरबारान ताका ईश्वरनिंदा केल्या म्हण दोशी थारावन शिरच्छेद केलो."
7d1a5a08-1318-49ce-b31e-ee2f05a58e3a,व्हल्याच्या फळ्याक ते ज्या क्लबाचे वांगडी आसात तांचो रंग मारतात.
4d26a5d9-3c7d-4e3d-9589-8a0efd3d9cd3,"ताणें ह्या वर्साची निमाणी रिलीज तारकीब, नाना पाटेकार, तबू आनी शिल्पा शेट्टी हांचे वांगडा केली."
bed2eb91-69f5-4ec6-9cbb-4415f0d10872,ताच्या आदल्या महाकूट स्तंभ कोरांतणेंत आपलो बापूय कीर्तिवर्मनान लेगीत गंगां ताब्यांत घेतिल्लें अशें मंगलेशान म्हळां.
283d0e4e-3f8e-4116-94d7-de5820fb2d65,यशस्वी वेवसाय मालकीतलो एक म्हत्वाचो भाग म्हळ्यार तुमच्या अहंकार कुशीक दवरप आनी मदत मागप.
edad4854-2e84-45bb-aec6-6f9186c091bf,धर्तरेच्या वातावरणाच्या वयल्या वाठारांचो सोद घेवपा खातीर तयार केल्ल्या ह्या रॉकेटाक ‘साउंडींग रॉकेट’ अशें म्हणटात.
5081e860-16aa-49b5-aae8-fddfb8a54076,ह्या विभागांत कंपनीच्या घोशवाक्यां विशीं आनी ते ब्रँडाचो प्रचार करपाक कित्याक वावुरतात हाचे विशीं म्हायती आसूं येता.
490d6121-ed36-4693-80c5-296da663d9a3,"कुमार 1995 वर्सा विभागांतल्यान निवृत्त जालो. ते मेरेन, विविध समितींचें मार्गदर्शन आनी वांगडी जावन ताणें भारतीय विज्ञानाच्या अभ्यासक्रमाचेर म्हत्त्वपूर्ण प्रभाव घातलो, जंय ताणें कोणाकूय सकयल घालिनासतना तार्कीक आनी निर्विवाद दृश्टिकोनाच सक्त करपाची तांची खास शैली आपणायली."
c96211db-23cd-40ae-89cb-95af70d58ee0,"पूण हालींच मार्च 2013 वर्सा, मेघालय उच्च न्यायालय गुवाहाटी उच्च न्यायालयांतल्यान वेगळें केल्लें आनी आतां राज्यांत स्वताचें उच्च न्यायालय आसा."
0bfcc754-1ca3-4009-bbf1-5c587c637dc5,तुमचीं बॅटरी परत परत चार्ज करपाक बॅटरी चार्जर गरजेचो आसता.
27f7a458-58d4-4311-9a42-9218e643f6d5,फारीकणे खातीर तुजें क्रेडीट वा डेबिट कार्ड हाड.
9e056c34-d21e-4cde-84f2-eaa428e0334a,"कांय पतंग झुजारी, कायदेशीरपणान, आपलीं सुतां दळिल्लो कंवचेचो पिठो आनी गोमाच्या मिश्रणांत बुडोवन काडटात."
8a92857a-759a-48d6-adb5-97132efcd5ac,1510 त पुर्तुगेजांनी बीजापूराचो सत्ताधारी सुलतान युसुफ आदिलशहाक तिमोजी ह्या खाजगी सांगात्याच्या आदारान हारयलो.
c8c8e1d2-1707-42ed-a667-86ee9f15b6d1,"ताची कृती म्हटल्यार थापटी/ताळी, ताचे फाटोफाट वीचू (तरंग) काडप."
c1024c4c-80ed-4fbe-9936-910de540d40c,हो उत्सव देशभर मनयतात. सगळ्यांत भव्य उत्सव सदांच कोव्हिल मॉंटॅग्न हांगा जाता.
bdfbd6c5-c6ba-4723-989d-a466ab003bf2,"जळाराची लाळ मनशाचे कातींत वाशिनान तोंपली जाल्यार हो विशाणू एपिडर्मल कॅराटिनोसायट्स, त्वचेंतल्या कातीच्या फायब्रोब्लास्टांक आनी लॅंगरहॅन्स पेशींक संक्रमीत करूंक शकता."
3ace1dd0-8e39-4e17-bfcb-5822d91724c2,"हिंदू धर्मीक श्रद्धांप्रमाण, शिवान आपल्या दैवी साथी पार्वतीक जिणेचें आनी अनंतकाळाचें गुपीत सांगिल्लें, तें हें थळ आसा."
8a0fc8d8-17e9-47aa-bf04-1d02f570fc49,ड्रायव्हिंग सिम्युलेटराचें प्रशिक्षण दिल्यार प्रशिक्षण घेतले उपरांत रस्त्याचीं चिन्नां वळखुपाक कामगिरींत सुदारणा जातली हाचे मर्यादीत पुरावे मेळ्ळ्यात.
cb471e44-9593-4128-a0a4-52cb3ac51346,"निमाण्या दिसा कानुम पोंगल आसता, तामीळ भाशेंत कानुम म्हळ्यार ‘पळोवप’."
bc1da73c-6e75-40ec-bfb4-17280273c364,"कितलेंय तरी, खंयच्या संतती मदें संबंदीत गूण आसात हें सोदतलो तर वेळ खर्च जाता."
567473c5-02ba-4bb5-9164-468b32597c28,हाका लागून इतिहासीक म्हायती खातीर तांचेर अवलंबून रावतना जतनाय घेवप गरजेचें थारता.
aa33241a-9a34-4128-9330-2ffae890b117,तुमी ज्या व्यक्तीक चेक बरयला ताका नवे बँक खातें तयार जावपाची वाट पळयनासतना पयशे रोख काडपाक वा जमा करपाक मेळटले.
353057d6-c7a9-4474-9999-a3f966f06134,"कांय दलाल-अर्थीक सल्लागार, जे ""शुल्क आदारीत"" अशी स्वताची जायरात दितात, तांगेल्या गिरायका कडल्यान शुल्क घेतात आनी विकतात त्या उत्पादनांतल्यान कमिशन मेळोवन दोनूय प्रकारांत बरो लाव (आपणांक) मेळयतात."
dce2a860-a188-4100-98ab-b676a677dc4b,वेल्लोर आनी ताच्या लागसारच्या गांवांनी शेंकड्यांनी चामडें आनी चामोद्योगाचें कारखाने आसात.
f636728e-46aa-4cfb-b5ac-146924868fde,"हें अदभूत प्रकारचें देवूळ आशिल्ल्यान, एकंदर अणभव रोमांचक आनी साहसी आसूं येता."
93691959-35ad-4a52-9517-7ca07776971c,पुजारी अथर्ववेदांतलो एक मंत्र म्हणटा.
e606d8c8-bc7e-4c9b-b77b-140aca2b5bcb,समाजीक कार्यकर्ते आनी पर्यावरणवादी खंयचेय परिस्थितीत धबधब्याचें आकर्शण परत मेळोवपाचेर आसात.
f1c73c56-9731-4772-9bae-7bcb78f3896c,"नेहरून १९३७ भारतीय प्रांतीय वेंचणुकेंत धर्मनिरपेक्ष राष्ट्र-राज्य हे कल्पनेक चालना दिली, ताका लागून काँग्रेसीक वेंचणूक पुरायपणान जिकपाक मेळ्ळी आनी जायत्या प्रांतांनी सरकारां घडोवंक मेळ्ळीं."
ccf62f7c-00b6-4b61-8629-c5dd2686454c,आवृत्त्यो वेगवेगळ्यो आसात आनी जायते आर्विल्ले इतिहासकार एकंदर प्रामाणिकपणाच्या विस्ताराचेर प्रस्नचिन्न उबें करतात.
1a787e84-9e6e-4b6e-9ae5-59f4aa4d3cce,"अशे तरेन बळगें मेळोवन, संभाजी प्रतापगड आनी घाटां भोंवतणचे कितलेशेच किल्ले घेवपाक फुडें सरलो."
